amusement,http://farm9.staticflickr.com/8293/7493279344_9a6feec13f_z.jpg,1,4
amusement,http://farm4.staticflickr.com/3753/10380280444_45cae87f39_z.jpg,4,1
amusement,http://farm9.staticflickr.com/8155/7492596130_ee9638fa82_z.jpg,2,3
amusement,http://farm8.staticflickr.com/7430/14050023113_b86211596d_z.jpg,2,3
amusement,http://farm8.staticflickr.com/7412/9153846895_b2831e5ef1_z.jpg,1,4
amusement,http://farm8.staticflickr.com/7413/10395127565_ca6ebc4855_z.jpg,5,0
amusement,http://farm3.staticflickr.com/2854/9288190191_e8bcd3e8c1_z.jpg,2,3
amusement,http://farm9.staticflickr.com/8115/8855638558_d8182f7ec6_z.jpg,0,5
amusement,http://farm9.staticflickr.com/8159/7498213022_4769192011_z.jpg,4,1
amusement,http://farm3.staticflickr.com/2930/14251181922_a49fc772e6_z.jpg,3,2
amusement,http://farm8.staticflickr.com/7320/8828099782_82aa0543f5_z.jpg,5,0
amusement,http://farm8.staticflickr.com/7357/8751381758_f8ae987280_z.jpg,0,5
amusement,http://farm9.staticflickr.com/8006/7666105924_3c252a2150_z.jpg,0,5
amusement,http://farm8.staticflickr.com/7098/7312278604_2d2b7739df_z.jpg,1,4
amusement,http://farm8.staticflickr.com/7254/7745092072_b8bc1b7901_z.jpg,4,1
amusement,http://farm9.staticflickr.com/8323/8420551423_61be926e54_z.jpg,4,1
amusement,http://farm8.staticflickr.com/7204/6887706408_96ba80be8c_z.jpg,2,3
amusement,http://farm8.staticflickr.com/7218/7306183872_2227f035d1_z.jpg,4,1
amusement,http://farm6.staticflickr.com/5475/9979702133_e366202eea_z.jpg,3,2
amusement,http://farm6.staticflickr.com/5470/9566182489_2cc2fed5ff_z.jpg,0,5
amusement,http://farm8.staticflickr.com/7098/6984341068_531ce087ee_z.jpg,0,5
amusement,http://farm3.staticflickr.com/2814/10075305714_0bb505e71e_z.jpg,0,5
amusement,http://farm9.staticflickr.com/8291/7811635262_d2882b78d0_z.jpg,3,2
amusement,http://farm8.staticflickr.com/7258/7472498476_1a422a7bf8_z.jpg,1,4
amusement,http://farm9.staticflickr.com/8260/8676080116_f7574cb36a_z.jpg,5,0
amusement,http://farm4.staticflickr.com/3805/11669040633_60e030130f_z.jpg,3,2
amusement,http://farm3.staticflickr.com/2871/9358138071_a6b4214e4a_z.jpg,4,1
amusement,http://farm9.staticflickr.com/8302/7900801440_5200145e2f_z.jpg,2,3
amusement,http://farm3.staticflickr.com/2831/9070402430_38cc4cd494_z.jpg,5,0
amusement,http://farm8.staticflickr.com/7261/7612503020_574aab2e48_z.jpg,3,2
amusement,http://farm8.staticflickr.com/7126/7034615609_4c2eaee444_z.jpg,4,1
amusement,http://farm8.staticflickr.com/7244/7340042172_f94e07b7ac_z.jpg,5,0
amusement,http://farm6.staticflickr.com/5335/10219006144_498a5ef46d_z.jpg,5,0
amusement,http://farm9.staticflickr.com/8161/7185678354_0accbf536d_z.jpg,2,3
amusement,http://farm9.staticflickr.com/8515/8489095945_68db46bd4f_z.jpg,5,0
amusement,http://farm3.staticflickr.com/2810/9341190936_a83cb6b5f4_z.jpg,0,5
