contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/b9231a3c674f11e2a94622000a1fbd9f_7.jpg,2,3
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/10914530_333085150220247_726932282_n.jpg,3,2
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/10787920_322858541233363_1433346666_n.jpg,4,1
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/10949053_733409460090670_1260532814_n.jpg,2,3
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/10727648_277052902505745_2076749638_n.jpg,3,2
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/94266ba8f6d311e2b0f722000a9f18db_7.jpg,3,2
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/10249189_621218161294094_1346171984_n.jpg,2,3
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/10852940_744860028901533_95087976_n.jpg,3,2
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/3531e4e6924911e1a9f71231382044a1_7.jpg,1,4
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/1172266_561926057220521_447997534_n.jpg,0,5
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/10914609_1392056861099838_1954064625_n.jpg,4,1
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/a4296932b03411e29a5b22000a9f15d6_7.jpg,0,5
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/b340cc56efe711e284c522000aa801df_7.jpg,3,2
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/1662907_723690470986501_2137527596_n.jpg,3,2
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/10349663_581030335328166_227836055_n.jpg,0,5
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/9ff87a8c2e2611e2a73522000a1faf50_7.jpg,3,2
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/10979502_792894527456875_24109371_n.jpg,4,1
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/10693556_1481875445397045_1870485770_n.jpg,3,2
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/926625_1383754278516067_498177968_n.jpg,2,3
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/8f7e2412131411e3b78a22000a9f193c_7.jpg,2,3
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/10946597_805581252849313_337963150_n.jpg,3,2
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/10727754_777853482305395_1738873321_n.jpg,1,4
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/1799566_1522707834621809_147395172_n.jpg,3,2
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/fdb9d052a20211e38310121226a7e45e_8.jpg,2,3
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/1538619_382286855246477_807848047_n.jpg,1,4
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/383a32a6a7be11e388e60ad46f0901be_8.jpg,2,3
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/925363_1486631264958059_1716969197_n.jpg,2,3
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/36b3f9d4ba6711e2a42522000a1f96b3_7.jpg,4,1
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/10986089_1046596622023195_1721361081_n.jpg,3,2
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/35cf73f0532d11e2a68422000a1fb163_7.jpg,4,1
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/10731968_819626148078571_1383507369_n.jpg,3,2
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/1208336_963356153690599_341507675_n.jpg,4,1
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/d5a1577c337411e387c922000ae904e6_8.jpg,4,1
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/10684035_363308203819284_1440873859_n.jpg,4,1
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/10471940_739527656092935_585569261_n.jpg,1,4
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/10838352_1412707315688038_1989136422_n.jpg,0,5
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/d35115b8ce1411e29f5b22000a1fbc74_7.jpg,4,1
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/3203209218f711e38aa422000a1fbcf5_7.jpg,1,4
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/412e4ff20f9211e2b19422000a1e9dd4_7.jpg,3,2
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/fc3622d4c4af11e2a61a22000a9e06f0_7.jpg,3,2
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/10983602_846023968789075_16206406_n.jpg,1,4
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/2118505adabd11e193c122000a1e8a89_7.jpg,3,2
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/10903251_694717940636801_868217626_n.jpg,3,2
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/10725129_1487177534900850_1305370699_n.jpg,1,4
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/10787986_738894966204390_1235069502_n.jpg,2,3
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/10818101_818671258184585_1801511711_n.jpg,3,2
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/7f813de421a911e397d322000aaa0a71_7.jpg,1,4
contentment,http://cs.rochester.edu/u/qyou/Ins/Imgs/contentment/10661243_347425352093613_1558619288_n.jpg,2,3
